Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference,AgeGroup
0,32439,3,2,2,2620,1,31,129,2,0,1,0,2
0,1582,1,9,2,472,1,14,113,2,0,0,0,1
1,13959,0,7,3,2837,2,157,26,3,0,0,0,0
0,10992,2,4,1,2176,2,117,209,0,0,0,1,2
1,30277,1,4,1,2521,0,266,84,3,1,0,0,1
2,1207,0,8,1,1940,2,128,292,0,0,1,1,3
1,32939,1,2,2,3932,1,228,279,3,0,0,0,1
2,27461,2,0,2,1943,0,113,131,2,0,0,0,3
1,13807,3,5,2,1005,2,181,287,2,1,1,0,2
2,31218,3,9,1,2595,2,172,171,1,1,1,0,1
0,16638,0,2,2,1393,1,233,144,0,1,0,0,0
1,26186,2,5,1,223,0,92,211,0,1,0,1,1
1,34176,3,9,0,1865,0,148,87,1,1,0,0,0
2,12023,0,5,2,2762,0,196,85,0,0,0,0,3
2,37469,3,8,3,86,2,127,160,2,1,0,0,2
0,5167,0,8,1,893,1,176,14,0,0,1,0,0
1,24823,2,9,2,3714,2,129,228,3,1,0,0,1
0,40430,1,7,2,2502,0,109,211,1,0,0,0,1
0,18783,0,1,3,2682,2,36,168,0,1,1,0,2
0,20287,2,6,2,1222,2,22,296,1,1,1,0,2
2,7145,3,4,3,308,1,199,183,3,0,1,0,2
0,9707,3,0,3,3793,0,217,17,0,1,1,0,1
0,37912,1,9,3,3476,1,262,0,1,1,1,0,3
2,11497,2,8,0,256,1,12,224,0,0,1,1,2
2,29157,3,7,1,723,1,290,248,1,0,1,0,0
0,23007,3,2,2,2487,2,247,194,0,1,0,0,1
1,18090,0,4,1,2514,1,154,142,3,0,1,0,1
1,3230,2,4,2,2221,1,50,4,2,0,1,0,0
2,18430,1,6,1,429,0,108,288,2,1,0,1,2
0,531,3,0,0,1963,2,42,165,2,0,1,1,1
1,4300,3,9,0,753,0,192,271,3,1,0,1,0
1,6495,0,6,3,2658,1,277,40,3,0,1,0,2
0,1960,2,5,1,1617,0,39,242,1,0,0,1,0
1,9367,0,8,2,473,2,108,163,0,0,1,0,2
1,15268,1,6,1,2478,0,128,1,0,1,0,0,1
2,33400,0,9,2,3031,1,94,63,2,0,0,0,1
1,21792,3,2,2,768,2,241,176,0,1,1,0,3
1,36089,2,2,3,1924,0,123,197,2,0,0,0,2
2,10724,3,0,2,1371,1,242,234,2,1,1,0,2
1,982,1,9,1,3252,0,164,155,0,0,1,0,1
2,8374,2,1,0,1056,2,103,81,0,1,0,0,2
0,2259,3,9,1,3390,1,77,5,1,1,0,0,0
1,37851,3,0,3,2617,2,91,27,3,1,1,0,0
1,499,2,8,2,4327,1,15,94,1,1,1,0,0
2,22583,2,4,3,4117,0,78,179,2,1,0,0,2
1,4607,0,9,3,1979,0,38,170,1,1,0,0,2
1,28211,1,9,3,945,1,18,136,2,0,0,0,0
2,15594,1,4,3,1278,1,150,83,2,0,1,0,3
1,23019,1,3,1,1521,1,242,97,1,1,0,0,0
2,39218,0,6,0,4412,2,91,210,2,1,0,1,0
1,982,0,1,1,3427,2,182,221,2,1,1,1,2
0,22842,2,4,1,4002,2,189,263,0,0,0,1,2
2,30194,3,1,2,3243,2,88,249,0,1,0,0,1
0,33619,2,6,2,13,1,89,75,0,0,1,0,0
0,33719,0,2,3,2675,1,168,172,2,1,1,0,3
2,16451,0,8,0,4329,1,222,208,3,0,0,0,1
0,11702,0,2,1,3514,1,167,261,0,1,0,1,2
1,5588,0,1,3,4313,0,8,118,0,1,1,0,3
2,15609,3,3,0,1224,0,79,262,2,0,1,1,1
1,30648,3,3,2,1575,1,173,263,3,1,1,0,3
0,34374,1,6,0,1309,1,120,231,1,1,1,1,3
2,11167,0,9,1,392,2,230,98,2,0,0,0,2
0,158,2,1,2,507,1,67,90,0,1,1,0,1
1,32620,0,5,0,1428,1,62,115,0,0,0,1,1
2,14873,0,8,1,1763,0,101,212,3,0,0,1,3
0,3968,0,3,2,1850,2,198,240,0,0,1,0,2
2,10452,3,0,1,4072,0,157,60,0,0,1,0,1
0,38668,2,7,3,452,2,231,249,2,1,0,0,3
1,25863,3,7,3,4246,0,177,163,2,1,0,0,3
2,37318,0,5,0,1838,0,244,52,3,1,1,0,2
0,17012,0,5,1,4186,2,150,7,3,0,1,0,0
0,33767,0,8,0,1229,0,96,127,3,0,1,1,1
1,35976,2,3,3,2807,0,153,255,2,1,1,0,1
2,18497,3,5,0,2964,2,243,224,0,1,1,0,1
0,1710,1,6,0,3320,0,125,196,3,1,0,1,2
1,4536,3,4,3,1550,1,85,53,1,0,0,0,1
2,13558,1,1,3,3894,1,133,83,0,1,1,0,1
0,14093,2,9,0,1941,0,233,284,1,0,1,1,0
0,32691,3,8,1,40,2,157,154,0,0,1,0,1
2,11009,0,7,1,3507,0,81,240,3,1,0,1,1
2,26836,1,2,0,263,1,72,124,0,1,1,1,3
0,10209,2,4,0,3708,2,135,2,1,1,1,0,2
1,27838,2,2,3,752,2,148,203,3,0,0,0,3
1,9644,2,0,2,469,0,299,50,1,1,0,0,1
1,5846,1,6,1,4263,2,120,242,3,0,1,1,0
2,32564,0,4,1,3083,2,165,134,0,1,0,0,3
0,6014,3,9,0,2433,2,288,172,1,0,0,0,1
1,37656,3,3,3,2610,2,290,280,1,1,1,0,1
2,35967,1,5,1,4159,1,214,59,2,1,0,0,0
0,23035,0,4,2,193,2,136,295,2,1,0,0,1
0,28044,0,7,3,2539,2,15,45,2,0,0,0,0
2,19819,1,4,3,3619,0,22,182,1,0,1,0,2
2,13060,1,0,0,575,2,156,48,0,0,1,0,2
1,9178,1,2,2,467,1,201,229,3,0,0,0,1
0,1534,2,5,0,4134,1,82,117,2,1,1,1,1
0,37500,2,4,1,2303,1,7,232,2,0,1,1,1
0,25775,3,5,2,2632,2,244,282,0,1,0,0,1
0,5188,2,1,3,1955,0,298,23,1,0,0,0,0
1,6031,2,1,2,4436,0,167,44,3,0,0,0,2
0,27776,2,8,2,301,1,267,246,1,0,1,0,2
2,38896,2,2,1,3963,0,250,254,0,0,0,1,3
1,23933,3,0,0,4295,1,12,290,0,0,0,1,1
0,14659,1,6,3,1289,1,199,111,3,1,0,0,0
1,40086,1,9,2,2747,0,251,200,0,0,0,0,2
1,12592,0,9,2,351,0,283,129,1,0,0,0,3
1,30481,3,1,1,3376,1,92,261,0,1,1,1,0
2,4668,0,6,2,2224,1,211,102,3,1,1,0,0
1,18549,2,1,3,1695,1,89,111,0,1,0,0,0
0,9145,2,0,1,3673,2,13,129,3,0,0,1,0
0,26340,2,8,1,1872,0,23,198,1,0,0,1,1
0,11972,3,2,3,1746,0,248,165,3,1,0,0,2
1,20392,2,6,3,237,1,78,88,2,1,0,0,2
0,10642,0,5,3,1900,2,126,159,0,0,1,0,0
1,17546,1,4,2,4490,1,158,8,2,1,0,0,1
1,39230,1,3,2,668,2,281,137,0,1,0,0,2
1,9624,3,6,0,4292,2,49,115,1,1,0,1,1
0,13701,3,3,1,4378,1,259,77,0,0,1,0,2
1,38289,3,0,1,2861,1,166,240,3,1,0,1,2
2,21509,0,4,3,8,0,63,31,0,1,0,0,1
2,39795,0,7,0,4472,2,258,76,0,0,1,0,2
1,32412,3,1,0,1346,0,15,140,0,1,1,1,1
0,25430,3,3,1,2423,1,99,89,3,0,0,0,2
1,20684,1,3,1,870,2,265,84,0,0,1,0,1
1,18005,0,2,1,89,1,60,191,3,1,1,1,0
2,19858,3,6,1,1726,0,250,198,0,1,1,0,0
0,34361,3,9,1,3763,1,189,36,1,1,1,0,2
0,8580,1,9,0,130,2,116,30,0,1,0,0,1
1,20551,2,4,1,1550,2,71,269,2,0,0,1,2
0,35160,0,7,2,337,0,123,103,1,0,1,0,1
1,21,0,1,2,1822,1,254,147,2,0,0,0,0
1,36558,0,2,2,3891,1,28,10,0,1,1,0,2
2,26783,3,7,2,463,0,100,261,2,1,0,0,3
0,1071,0,6,2,3294,2,191,275,1,1,0,0,0
0,19474,2,4,2,4097,2,3,83,1,1,0,0,1
2,20231,1,9,3,1329,1,282,221,1,1,0,0,2
0,25236,1,7,3,956,0,137,126,1,0,1,0,2
1,37835,2,1,1,279,0,241,283,2,1,1,1,0
0,17547,1,8,3,1557,2,95,62,1,0,0,0,3
0,27165,2,4,1,37,2,51,9,0,1,1,0,2
0,23509,3,4,0,3003,1,60,18,3,0,0,0,0
1,38278,1,9,0,1414,1,139,244,0,1,0,1,0
0,413,2,2,1,1859,0,176,217,3,1,1,1,2
1,33799,0,8,0,2625,2,50,142,3,0,0,1,3
2,30582,1,3,0,918,2,124,229,2,0,0,1,3
1,40067,1,3,0,1944,0,29,121,1,1,1,1,1
2,2988,2,7,1,13,1,26,154,1,1,0,1,2
2,21617,0,6,0,846,1,28,296,2,1,1,1,1
1,19521,2,9,2,1413,1,257,167,2,1,0,0,2
1,5816,2,0,1,1066,1,44,77,3,1,0,1,0
2,24428,3,4,2,726,1,26,56,2,1,1,0,3
2,3162,1,8,2,1702,0,56,46,1,1,0,0,0
0,6996,2,1,2,4002,2,217,115,1,1,0,0,1
1,4733,1,6,1,886,1,105,79,3,0,1,0,1
2,18623,1,5,1,2374,2,230,246,2,1,1,1,2
1,68,1,5,1,1390,2,239,157,0,0,1,0,2
1,35515,3,1,2,4333,2,183,144,3,1,0,0,1
2,36922,3,4,2,3668,0,250,77,2,0,1,0,1
2,34948,2,3,1,384,2,44,76,0,0,1,1,3
1,10328,1,9,2,4123,1,72,148,0,0,1,0,1
0,12490,2,3,1,3857,0,281,54,1,0,0,0,1
2,3092,0,3,2,1323,1,165,28,0,1,0,0,3
1,17950,3,1,2,615,0,274,260,2,1,0,0,2
0,28610,2,0,2,4301,2,181,109,2,0,0,0,2
1,36419,0,7,2,2212,1,60,125,3,1,0,0,0
1,20527,0,9,2,2087,1,61,198,2,1,0,0,1
2,40727,1,6,2,1576,1,51,207,3,1,0,0,2
0,22386,3,8,1,2128,0,239,41,1,0,0,0,1
1,4459,1,4,2,4295,0,39,157,1,1,0,0,2
0,38000,3,3,1,3202,2,176,109,3,0,1,0,2
0,29681,0,5,0,4078,1,220,41,2,1,0,0,1
2,19282,2,9,1,1870,0,256,194,2,0,1,0,2
1,37144,1,2,0,1546,0,72,168,2,0,0,1,2
1,39595,0,2,1,4367,2,182,259,2,0,0,1,3
2,8429,3,3,1,3705,1,125,64,2,1,1,0,1
2,17838,1,9,1,3556,0,204,271,0,1,0,1,1
1,16683,2,7,0,3887,0,211,99,3,0,1,0,0
2,19567,3,7,1,2262,0,200,140,2,0,0,0,1
1,19053,0,6,2,1047,0,181,286,0,1,0,0,3
0,22985,2,0,3,2147,1,92,202,2,0,1,0,3
0,7011,3,0,1,1720,2,184,208,2,1,1,1,1
2,26387,1,0,3,1051,1,16,135,0,0,1,0,2
0,22943,3,5,3,3737,2,88,236,0,1,0,0,3
1,13128,3,0,0,2221,1,274,274,2,0,1,0,3
0,36844,0,8,0,3143,2,80,112,0,0,1,1,0
0,18605,2,9,3,1919,1,288,198,2,0,1,0,3
0,23888,3,8,1,4051,0,40,61,3,0,1,1,0
1,19527,2,3,2,894,2,60,206,2,0,1,0,3
2,12709,2,6,1,3012,1,183,93,3,0,1,0,2
1,11773,1,4,0,1877,1,136,198,2,1,1,1,1
2,16244,2,1,2,3882,2,40,171,2,0,0,0,1
0,9516,3,4,3,24,1,232,197,0,0,0,0,3
0,13997,0,5,1,2538,1,181,299,1,0,0,1,2
0,15054,3,4,0,879,2,264,229,2,0,1,0,2
1,17716,1,0,3,4268,2,256,193,0,0,0,0,3
0,846,3,9,3,625,0,190,96,1,0,0,0,2
1,6760,1,2,3,3072,0,125,8,0,1,0,0,1
1,40718,0,7,3,2598,1,283,92,0,1,0,0,2
2,32428,2,1,2,3052,1,192,59,0,0,1,0,2
2,5398,1,8,3,4267,1,37,116,3,0,0,0,1
2,5107,3,3,3,3153,2,296,47,3,1,1,0,1
2,29539,3,2,1,1424,0,32,146,1,0,1,1,2
1,14011,0,7,2,1519,1,9,50,1,1,1,0,2
1,19450,1,0,0,2641,2,71,239,2,1,1,1,3
2,38940,1,8,2,717,0,268,252,2,0,0,0,0
2,16259,3,9,0,2136,1,260,165,0,0,1,0,3
2,12014,3,5,2,3838,1,72,98,0,0,0,0,0
2,23433,2,4,2,3505,0,140,179,3,0,0,0,2
2,21642,3,0,2,1156,0,107,179,0,1,1,0,3
2,34816,1,3,0,1853,0,27,109,0,0,1,1,1
2,16058,1,6,3,23,1,64,283,3,0,0,0,1
0,20483,0,3,1,311,1,157,281,1,0,0,1,0
2,28320,1,8,1,598,0,156,257,3,1,1,1,2
2,11350,0,6,0,3550,1,33,173,1,1,0,1,2
1,35942,3,8,0,820,0,171,135,3,0,1,0,2
2,37861,0,8,2,593,0,252,63,2,1,1,0,0
2,17062,1,9,3,3412,2,63,74,1,0,1,0,0
2,5419,1,1,1,637,0,34,246,3,1,1,1,3
1,11861,0,9,3,1949,0,109,128,3,0,0,0,1
1,1017,3,1,3,1934,0,229,212,0,1,0,0,2
0,20693,3,8,1,560,1,36,210,1,0,1,1,2
1,6133,1,5,1,1100,0,273,48,1,1,1,0,0
1,30569,2,5,2,2286,1,98,149,0,1,0,0,3
0,28895,1,4,1,3449,0,200,186,1,1,1,0,3
1,7985,3,2,0,3032,2,102,95,1,1,0,0,2
0,35260,0,4,3,4189,2,273,110,1,1,0,0,2
0,36495,1,4,1,2104,1,235,95,3,0,0,0,0
1,29779,0,9,0,1888,0,162,270,1,0,1,1,2
1,35458,2,9,1,2582,1,67,103,3,0,0,1,2
0,21282,0,0,3,2600,0,159,156,2,0,0,0,0
0,486,1,9,2,722,0,273,268,0,1,0,0,2
0,10539,0,3,0,3188,2,190,92,2,1,0,0,0
0,36425,0,1,2,1202,0,149,35,3,0,1,0,1
1,26568,2,1,2,1675,1,9,27,3,1,0,0,1
2,9015,3,0,0,80,1,189,224,1,1,0,1,2
0,31640,2,0,2,3516,1,169,2,2,0,0,0,0
1,18662,0,2,1,4346,2,180,24,1,0,0,0,2
0,94,1,8,0,1106,2,266,244,1,0,1,0,0
2,961,0,8,3,1799,1,121,215,0,0,1,0,3
1,31183,1,5,1,4434,1,137,219,0,0,0,1,2
1,6503,1,5,2,1423,0,169,214,2,1,0,0,1
2,32196,2,2,2,3288,2,236,169,1,0,1,0,3
2,33,1,4,2,2370,2,58,36,3,1,0,0,0
1,25196,1,4,0,3904,0,285,84,1,1,1,0,0
2,8924,1,9,0,835,1,112,181,1,1,1,1,0
1,27518,1,9,2,1337,2,87,246,2,1,0,0,1
2,13442,1,8,1,4375,1,261,252,1,0,0,0,2
0,39909,2,6,2,1804,0,91,115,3,0,1,0,2
0,27332,3,1,3,3685,2,111,13,3,1,0,0,0
1,1301,0,5,0,2584,1,19,127,0,1,1,1,0
1,21023,0,6,3,4167,2,208,268,1,1,0,0,1
1,16688,0,8,0,1204,1,249,1,1,1,0,0,1
0,23129,1,5,0,2576,1,289,71,0,0,1,0,3
0,26117,1,6,1,2166,1,39,33,0,1,1,0,1
1,24464,1,4,2,2604,2,108,265,2,0,1,0,1
2,29976,1,8,0,1029,0,238,3,0,0,0,0,0
1,14690,3,2,3,1931,2,293,3,2,1,0,0,2
1,2140,3,1,0,897,0,208,61,2,0,1,0,1
1,9217,0,4,1,1134,1,9,215,3,0,0,1,3
2,1361,2,2,0,2876,1,54,256,1,0,1,1,1
0,14714,1,3,0,1892,1,243,79,0,1,0,0,1
2,9051,3,5,2,4421,2,62,58,0,1,1,0,0
0,32526,3,1,2,1823,0,242,126,1,0,1,0,2
0,27183,1,8,0,1785,2,258,46,2,0,0,0,0
2,4130,0,5,1,2896,1,40,16,3,1,0,0,1
0,9919,1,1,2,3058,0,47,173,1,1,1,0,2
2,32716,3,7,3,236,1,76,122,2,1,0,0,3
0,27340,0,0,1,3305,0,192,26,2,0,1,0,2
1,13500,2,1,3,3308,0,174,191,2,1,0,0,2
0,34418,2,8,3,805,0,274,36,2,0,1,0,2
2,34605,3,1,2,230,0,177,269,3,0,1,0,1
0,39819,1,2,3,1735,0,73,293,0,1,1,0,2
1,3492,2,7,0,1156,0,247,62,3,1,1,0,3
2,36755,0,4,1,624,1,43,124,0,1,1,1,3
1,29460,3,6,0,3393,0,213,21,1,1,1,0,1
1,11455,2,9,2,3571,1,55,140,3,1,0,0,0
1,7008,0,7,1,4402,0,174,227,0,1,0,1,0
2,7825,0,6,3,1435,0,263,89,1,1,0,0,0
0,35859,3,5,2,2620,0,53,70,1,0,0,0,1
1,4845,2,6,0,2580,2,258,103,1,1,0,0,0
2,16471,2,2,1,3152,0,140,36,0,1,1,0,1
0,24246,2,6,0,3794,2,234,297,1,0,0,1,3
0,13209,1,8,2,3732,0,252,41,0,1,1,0,2
2,17327,3,2,1,2843,2,41,212,1,0,0,1,0
2,31038,1,2,1,3351,1,19,58,3,1,1,1,0
0,13908,2,7,2,2847,0,84,143,0,1,0,0,1
0,20133,0,4,1,165,0,102,224,0,0,1,1,1
1,25589,3,6,3,2576,0,280,20,2,1,0,0,0
0,7897,0,0,1,1689,1,258,245,0,0,0,0,1
1,31232,0,5,1,1130,2,140,99,2,1,1,0,2
1,7769,2,3,1,3052,2,108,127,2,1,1,1,2
0,44,0,7,1,225,2,70,224,2,1,0,1,3
2,361,2,1,1,828,2,93,78,0,0,0,0,3
0,19418,0,1,1,2039,2,188,205,3,0,0,1,2
1,32626,3,3,0,2398,1,154,114,2,1,0,0,3
0,1146,2,1,3,3866,2,269,108,0,1,1,0,3
0,8167,1,1,3,1683,2,180,98,0,0,0,0,2
2,24985,1,4,0,3207,1,262,277,2,1,0,1,2
1,5376,0,0,1,3429,1,38,85,3,0,1,1,0
1,17380,2,1,0,3768,2,55,99,1,0,0,1,2
1,21370,0,3,1,2076,0,223,4,0,0,0,0,1
1,16054,3,4,2,1073,1,96,243,0,1,1,0,1
2,31798,0,8,3,3917,1,169,163,1,1,1,0,0
2,13212,3,1,0,4079,2,52,269,0,0,1,1,0
1,11653,1,9,2,3646,2,192,133,1,1,0,0,1
0,10371,2,1,3,3291,2,246,155,3,0,1,0,0
1,1598,1,4,2,64,0,34,294,3,0,0,0,2
0,8827,0,9,0,2959,0,168,176,0,0,0,1,0
1,31575,0,2,1,4174,1,165,245,1,0,1,1,2
2,32734,1,5,2,2620,0,267,215,2,0,0,0,3
2,37413,0,6,2,3465,1,273,53,2,0,1,0,0
1,13565,3,4,1,322,1,166,61,1,1,1,0,0
0,22731,2,0,1,1144,1,160,202,3,1,0,1,1
0,12632,0,1,2,1238,1,63,29,1,1,1,0,2
0,16442,0,0,2,1197,1,277,160,1,1,1,0,1
2,26909,1,7,1,2813,1,33,11,3,0,0,0,1
0,37345,2,8,2,3354,2,50,288,1,1,0,0,1
0,11966,1,7,3,2552,1,294,229,1,0,1,0,2
0,37748,3,8,1,284,2,225,96,3,0,1,0,2
2,20414,1,6,0,3642,0,134,213,3,1,0,1,2
1,25945,0,4,1,2269,0,179,1,2,0,0,0,1
2,21506,2,2,1,4209,0,59,280,1,0,0,1,0
2,8776,1,5,1,665,0,53,266,0,1,1,1,1
1,4607,2,0,1,2713,0,264,225,2,1,1,0,3
1,14072,0,7,2,4355,0,72,294,1,1,1,0,2
0,10495,2,2,2,2665,0,103,14,3,1,0,0,0
0,8042,2,3,3,66,1,136,103,2,0,0,0,2
1,16440,2,9,3,1379,1,41,120,1,0,1,0,1
0,27362,0,0,0,3271,2,253,282,3,0,0,1,1
1,36490,0,9,0,134,0,198,248,0,1,1,1,0
0,8115,0,8,2,3957,2,86,135,1,1,1,0,0
2,14450,0,0,0,2970,2,285,172,2,1,0,0,0
0,26804,3,6,1,4081,2,146,286,3,0,1,1,1
1,758,3,9,2,1882,0,290,85,0,1,0,0,2
1,29305,3,8,3,1168,0,54,183,1,1,1,0,0
2,23945,0,1,1,3771,1,78,192,0,0,0,1,1
0,39097,0,1,3,4026,2,187,6,0,0,1,0,3
1,1939,1,4,3,711,1,176,61,3,1,1,0,1
0,19562,3,9,0,3867,1,77,7,1,1,0,0,0
1,7006,0,2,1,1122,2,166,62,2,0,0,0,3
0,32473,1,2,1,2569,2,7,123,2,1,0,1,3
2,9303,3,0,2,1898,2,87,129,3,0,1,0,0
0,35966,1,4,3,498,0,237,193,2,1,0,0,1
0,19095,0,7,2,200,1,108,119,2,1,0,0,0
1,32566,2,5,0,1046,1,37,32,1,1,0,0,3
0,357,2,8,0,1528,2,202,265,3,1,0,1,0
1,22987,2,5,1,692,1,46,175,2,1,0,1,1
1,19074,2,1,1,13,2,213,274,1,1,0,1,3
0,28299,3,6,3,1768,1,22,242,0,0,1,0,2
1,30926,0,2,1,3718,0,110,104,0,0,0,0,3
2,40058,1,8,3,1380,1,148,79,2,1,0,0,1
0,22473,1,1,2,2240,2,174,51,3,1,1,0,0
2,27907,2,4,3,599,2,277,1,2,0,1,0,1
0,40104,0,0,3,1340,2,142,162,1,1,1,0,2
1,14841,2,0,3,823,2,155,206,0,0,1,0,2
2,32179,0,4,1,4320,0,98,266,1,0,1,1,2
2,31480,2,2,3,1932,1,112,164,3,0,0,0,1
1,22197,3,5,2,653,1,61,123,3,1,1,0,0
0,40468,1,2,2,1581,2,58,71,0,1,1,0,1
0,30071,0,5,1,1359,1,7,44,1,1,1,1,3
0,704,1,8,1,2046,1,240,109,1,1,1,0,2
0,19261,2,9,3,1798,1,231,265,3,1,1,0,1
2,35502,3,6,2,2602,1,197,265,2,1,1,0,3
1,4582,1,4,3,1106,0,228,8,1,0,1,0,1
1,14985,0,7,0,2957,1,65,103,0,0,0,1,3
2,6611,1,1,1,3612,1,252,28,1,0,0,0,2
1,477,1,5,1,66,1,176,15,2,0,0,0,2
1,7916,3,5,0,4455,0,23,238,0,1,1,1,3
1,23594,1,2,3,985,2,79,208,3,1,1,0,0
2,39544,0,8,3,2800,0,283,52,0,1,0,0,0
2,7214,1,6,0,2477,2,242,287,3,1,0,1,0
1,35150,3,2,0,4100,2,152,7,0,0,1,0,2
2,31761,3,8,1,4364,2,55,199,3,0,0,1,2
2,34107,1,0,0,3604,0,270,263,2,0,1,0,3
2,17044,2,5,2,3689,1,19,92,0,0,0,0,3
0,13321,2,4,0,3207,0,241,247,3,0,1,1,1
2,13243,3,9,0,3179,2,152,279,2,0,0,1,1
0,17594,0,8,3,2473,2,275,205,2,1,0,0,2
1,13327,2,2,0,3588,0,59,126,1,0,1,1,0
1,13410,1,8,3,689,0,87,269,3,0,1,0,3
1,35415,2,9,3,530,1,145,137,3,1,1,0,2
2,19309,3,3,2,174,0,1,243,2,0,0,0,1
0,18879,3,5,3,793,2,152,2,0,1,1,0,2
2,37514,3,3,0,3518,1,72,295,1,1,0,1,1
1,19471,2,0,3,2930,1,105,69,3,0,0,0,1
0,28951,0,3,1,1557,2,9,174,0,0,0,1,3
2,33403,0,6,1,962,1,203,20,3,1,0,0,0
2,23973,3,4,1,3160,1,30,39,3,0,0,1,0
1,6262,2,9,3,362,0,119,155,3,1,1,0,1
2,37364,3,0,1,1787,0,137,123,2,1,0,0,3
2,2636,0,4,0,319,2,72,138,1,1,1,1,3
1,7342,2,0,3,2902,0,55,264,3,0,0,0,1
0,18092,3,8,0,4277,2,187,218,3,1,1,1,2
2,21114,0,8,1,3470,2,33,254,0,1,1,1,3
1,2612,0,0,3,1601,0,188,232,1,0,0,0,3
2,23156,0,2,2,1066,2,122,193,3,1,1,0,2
0,16424,3,3,2,2825,0,78,50,2,0,0,0,0
0,22461,0,0,1,4230,2,45,87,1,0,1,1,3
1,30284,3,2,2,1278,2,52,169,1,1,0,0,3
1,30730,0,5,2,2167,1,125,233,3,0,0,0,2
2,90,1,9,0,3462,0,141,91,2,1,0,0,0
1,22036,1,3,2,3012,2,210,289,0,0,1,0,1
1,12545,2,5,3,1334,2,9,2,1,0,1,0,1
1,27427,0,3,2,1072,2,144,7,1,1,1,0,3
2,22030,2,8,1,3265,2,25,287,0,0,1,1,0
1,27805,3,2,2,3615,1,100,272,3,0,1,0,2
0,36969,1,9,1,1040,0,177,76,2,1,0,0,3
1,11769,2,3,0,4192,2,71,46,2,1,0,0,3
2,19948,1,4,2,3212,1,54,240,3,0,0,0,1
2,277,2,1,1,963,0,74,161,3,0,0,1,2
0,33863,0,5,1,2484,1,7,207,1,1,1,1,1
0,9633,1,8,2,1851,0,222,173,3,1,0,0,0
2,28647,3,8,0,2365,0,43,3,2,1,0,0,2
2,1786,1,8,2,117,0,265,271,3,1,1,0,2
2,23659,1,7,1,3328,2,19,210,0,0,1,1,1
2,19645,2,5,2,1765,1,139,299,1,1,0,0,2
0,27886,1,0,0,2210,2,44,271,2,0,1,1,0
2,23889,2,6,0,702,1,193,89,1,1,0,0,2
0,3602,2,6,0,2084,2,283,65,1,0,0,0,0
2,33726,1,7,1,1188,1,59,84,2,1,1,1,0
0,1184,1,5,3,3821,0,61,101,2,0,1,0,2
2,38242,3,3,2,1848,2,197,294,2,1,0,0,1
1,30527,0,6,1,1830,2,220,265,0,0,0,1,2
2,3594,0,2,1,2208,0,226,33,2,1,0,0,0
0,22841,1,0,0,429,2,214,166,2,1,1,0,0
2,16886,1,2,3,2977,0,260,80,1,1,1,0,3
2,17749,1,0,2,1315,2,187,176,0,1,1,0,3
1,16526,0,9,1,2142,0,91,154,0,1,1,1,2
2,12523,1,2,1,548,2,236,2,0,1,1,0,1
1,19211,2,9,1,1920,0,221,78,3,0,1,0,2
2,636,2,5,2,3501,1,59,221,2,1,1,0,2
1,22903,0,0,3,4464,0,206,16,2,1,0,0,0
1,22589,0,0,1,640,1,298,198,2,0,1,0,2
1,30495,2,3,3,2592,0,1,203,3,0,1,0,1
2,4722,0,6,3,439,0,281,1,2,0,1,0,0
1,14006,0,6,1,3838,0,84,180,0,0,0,1,2
2,19284,1,7,2,2542,2,105,97,3,0,1,0,1
0,306,1,3,1,2838,0,117,256,3,0,1,1,0
2,7574,2,4,2,1554,1,172,278,3,1,1,0,0
2,16874,1,5,3,4164,0,48,102,1,0,0,0,1
0,27260,2,7,2,3622,0,124,49,1,1,0,0,0
1,18083,1,9,0,3009,0,189,291,1,1,0,1,2
2,12755,0,9,1,265,2,256,32,1,0,1,0,1
2,32417,0,2,2,2777,1,262,171,3,1,0,0,2
2,11134,0,5,3,102,0,286,156,0,0,1,0,0
1,15950,3,6,1,540,2,109,161,2,1,0,1,1
1,10239,1,1,0,1292,1,251,108,0,0,0,0,1
0,24523,1,7,1,483,0,82,109,0,0,1,1,0
2,16116,2,0,0,2325,1,199,239,2,1,1,1,1
0,14215,2,6,2,1450,2,89,102,3,1,0,0,3
1,7004,1,5,1,1977,0,125,101,0,1,1,0,3
1,30933,0,5,2,1484,1,224,178,3,1,1,0,1
0,29823,0,7,2,2393,1,213,293,1,1,0,0,0
1,25482,0,6,0,165,1,44,196,0,0,0,1,0
2,15448,1,3,2,2930,0,69,72,3,0,0,0,1
1,14174,1,6,0,2174,0,228,191,2,1,1,0,2
1,13952,3,4,3,2158,2,190,41,1,1,0,0,3
0,39392,1,1,3,3754,2,47,270,2,0,0,0,1
1,13457,0,1,3,1266,0,155,176,2,0,0,0,2
1,39686,0,5,0,2986,0,249,223,2,1,0,0,0
0,23069,3,7,0,3559,1,198,162,3,0,0,0,0
2,2868,3,0,3,682,0,43,20,0,0,1,0,1
0,5902,1,2,1,1084,1,144,3,2,0,0,0,2
2,13651,0,4,3,181,2,291,60,1,0,1,0,0
2,9601,3,1,0,1231,0,134,24,3,0,0,0,3
0,17940,1,2,1,4118,1,215,209,2,0,0,0,0
0,23343,2,8,2,3143,1,253,114,0,0,1,0,2
0,2656,2,8,0,2513,1,103,155,1,1,1,1,0
